"","gene_id","gene_name","n_signif","n_rank"
"ENSG00000100362","ENSG00000100362","PVALB",3,3
"ENSG00000100097","ENSG00000100097","LGALS1",3,3
"ENSG00000100242","ENSG00000100242","SUN2",3,3
"ENSG00000221890","ENSG00000221890","NPTXR",3,3
"ENSG00000183741","ENSG00000183741","CBX6",3,3
"ENSG00000100316","ENSG00000100316","RPL3",3,3
"ENSG00000100321","ENSG00000100321","SYNGR1",3,3
"ENSG00000100138","ENSG00000100138","SNU13",2,3
"ENSG00000100167","ENSG00000100167","SEPT3",3,3
"ENSG00000186732","ENSG00000186732","MPPED1",3,3
"ENSG00000130540","ENSG00000130540","SULT4A1",3,3
"ENSG00000100364","ENSG00000100364","KIAA0930",3,3
"ENSG00000219438","ENSG00000219438","FAM19A5",2,3
"ENSG00000008735","ENSG00000008735","MAPK8IP2",3,3
"ENSG00000154654","ENSG00000154654","NCAM2",3,3
"ENSG00000154723","ENSG00000154723","ATP5PF",3,3
"ENSG00000142192","ENSG00000142192","APP",3,3
"ENSG00000156299","ENSG00000156299","TIAM1",2,3
"ENSG00000142168","ENSG00000142168","SOD1",3,3
"ENSG00000159082","ENSG00000159082","SYNJ1",3,3
"ENSG00000241837","ENSG00000241837","ATP5PO",3,3
"ENSG00000159228","ENSG00000159228","CBR1",3,3
"ENSG00000157557","ENSG00000157557","ETS2",3,3
"ENSG00000183036","ENSG00000183036","PCP4",3,3
"ENSG00000160180","ENSG00000160180","TFF3",3,3
"ENSG00000160182","ENSG00000160182","TFF1",3,3
"ENSG00000184900","ENSG00000184900","SUMO3",2,3
"ENSG00000142156","ENSG00000142156","COL6A1",3,3
"ENSG00000142173","ENSG00000142173","COL6A2",3,3
"ENSG00000160307","ENSG00000160307","S100B",3,3
